Date,Adj Close,Close,High,Low,Open,Volume
2023-11-07,67401.1328125,70900.0,70900.0,70000.0,70600.0,17228731
2023-11-08,66450.4921875,69900.0,71400.0,69700.0,71300.0,12901310
2023-11-09,66830.7265625,70300.0,70800.0,69600.0,69900.0,12301373
2023-11-10,67020.8671875,70500.0,70500.0,69500.0,70000.0,9684347
2023-11-13,66925.8046875,70400.0,71300.0,70300.0,71300.0,9246919
2023-11-14,67306.0703125,70800.0,71100.0,70600.0,71000.0,9567984
2023-11-15,68636.9765625,72200.0,72200.0,71500.0,71600.0,20148677
2023-11-16,69207.3671875,72800.0,73000.0,72300.0,72500.0,15860451
2023-11-17,68922.171875,72500.0,73000.0,72300.0,72300.0,11494644
2023-11-20,69112.296875,72700.0,73000.0,72100.0,72100.0,10610157
2023-11-21,69207.3671875,72800.0,73400.0,72700.0,73100.0,9712881
2023-11-22,69207.3671875,72800.0,73000.0,71900.0,72200.0,11105143
2023-11-23,68827.109375,72400.0,73200.0,72200.0,73000.0,6775614
2023-11-24,68161.65625,71700.0,72600.0,71700.0,72400.0,6676685
2023-11-27,67781.3984375,71300.0,72100.0,71100.0,71500.0,9113857
2023-11-28,69112.296875,72700.0,72700.0,71300.0,71400.0,13283081
2023-11-29,69112.296875,72700.0,72800.0,72200.0,72400.0,9283933
2023-11-30,69207.3671875,72800.0,72800.0,72200.0,72700.0,15783714
2023-12-01,68446.84375,72000.0,72500.0,71700.0,72400.0,9871284
2023-12-04,69017.234375,72600.0,72900.0,72400.0,72800.0,10229267
2023-12-05,67686.328125,71200.0,72400.0,71200.0,72300.0,12129682
2023-12-06,68161.65625,71700.0,72100.0,71600.0,71800.0,8123087
2023-12-07,67971.53125,71500.0,71900.0,71100.0,71800.0,8862017
2023-12-08,69017.234375,72600.0,72800.0,71900.0,72100.0,10859463
2023-12-11,69397.5078125,73000.0,73000.0,72200.0,72800.0,9861960
2023-12-12,69872.8203125,73500.0,73500.0,73100.0,73300.0,13758646
2023-12-13,69207.3671875,72800.0,73500.0,72800.0,73300.0,13116766
2023-12-14,69492.5625,73100.0,74300.0,72500.0,74100.0,27567593
2023-12-15,69682.6953125,73300.0,74000.0,73200.0,73800.0,15419815
2023-12-18,69302.4296875,72900.0,73400.0,72800.0,73300.0,9690551
2023-12-19,69777.7421875,73400.0,73400.0,72800.0,73000.0,8907632
2023-12-20,71108.671875,74800.0,74900.0,73800.0,74200.0,16870156
2023-12-21,71298.796875,75000.0,75000.0,74300.0,74600.0,13478766
2023-12-22,72154.3828125,75900.0,76300.0,75400.0,75800.0,14515608
2023-12-26,72819.828125,76600.0,76700.0,75700.0,76100.0,13164909
2023-12-27,74501.8515625,78000.0,78000.0,76500.0,76700.0,20651042
2023-12-28,74979.453125,78500.0,78500.0,77500.0,77700.0,17797536
2024-01-02,76030.125,79600.0,79800.0,78200.0,78200.0,17142847
2024-01-03,73546.7109375,77000.0,78800.0,77000.0,78500.0,21753644
2024-01-04,73164.6484375,76600.0,77300.0,76100.0,76100.0,15324439
2024-01-05,73164.6484375,76600.0,77100.0,76400.0,76700.0,11304316
2024-01-08,73069.140625,76500.0,77500.0,76400.0,77000.0,11088724
2024-01-09,71349.859375,74700.0,77700.0,74300.0,77400.0,26019249
2024-01-10,70299.1796875,73600.0,75200.0,73200.0,75000.0,20259529
2024-01-11,69917.1484375,73200.0,73600.0,72700.0,72900.0,57691266
2024-01-12,69821.625,73100.0,74100.0,72800.0,73000.0,13038939
2024-01-15,70585.7421875,73900.0,74000.0,73200.0,73200.0,2957915
2024-01-16,69344.046875,72600.0,73700.0,72500.0,73500.0,14760415
2024-01-17,67815.8125,71000.0,73300.0,71000.0,73100.0,22683660
2024-01-18,68484.40625,71700.0,72000.0,70700.0,71600.0,17853397
2024-01-19,71349.859375,74700.0,74700.0,73000.0,73500.0,23363427
2024-01-22,71731.921875,75100.0,76000.0,75000.0,75900.0,19673375
2024-01-23,71827.453125,75200.0,75800.0,74300.0,75700.0,14786224
2024-01-24,70681.2578125,74000.0,75200.0,73500.0,75200.0,12860661
2024-01-25,70776.78125,74100.0,74800.0,73700.0,74200.0,11737747
2024-01-26,70108.1484375,73400.0,74500.0,73300.0,73700.0,11160062
2024-01-29,71063.3203125,74400.0,75200.0,73500.0,73800.0,13976521
2024-01-30,70967.8125,74300.0,75300.0,73700.0,75000.0,12244418
2024-01-31,69439.5625,72700.0,74000.0,72500.0,73400.0,15703560
2024-02-01,70299.1796875,73600.0,74200.0,72900.0,73000.0,19881033
2024-02-02,71827.453125,75200.0,75200.0,73700.0,74000.0,14955881
2024-02-05,70967.8125,74300.0,74800.0,73500.0,74200.0,19026021
2024-02-06,71063.3203125,74400.0,74700.0,73300.0,74300.0,14559254
2024-02-07,71636.40625,75000.0,75500.0,74300.0,74600.0,16566445
2024-02-08,70776.78125,74100.0,75200.0,73600.0,75000.0,20810708
2024-02-13,71827.453125,75200.0,75200.0,74400.0,74800.0,21966745
2024-02-14,70681.2578125,74000.0,74300.0,73700.0,73700.0,12434945
2024-02-15,69917.1484375,73200.0,74400.0,73000.0,74200.0,14120600
2024-02-16,69535.078125,72800.0,73400.0,72500.0,73300.0,13444781
2024-02-19,70490.2265625,73800.0,73900.0,72800.0,72800.0,12726404
2024-02-20,70012.65625,73300.0,73700.0,72800.0,73700.0,14681477
2024-02-21,69726.1171875,73000.0,73700.0,72900.0,73400.0,11503495
2024-02-22,69821.625,73100.0,73900.0,72700.0,73800.0,15208934
2024-02-23,69630.59375,72900.0,74200.0,72900.0,73600.0,16225166
2024-02-26,69535.078125,72800.0,73200.0,72200.0,72300.0,14669352
2024-02-27,69630.59375,72900.0,73400.0,72700.0,73100.0,13201981
2024-02-28,69917.1484375,73200.0,73900.0,72800.0,72900.0,11795859
2024-02-29,70108.1484375,73400.0,73400.0,72000.0,72600.0,21176403
2024-03-04,71540.8984375,74900.0,75000.0,74000.0,74300.0,23210474
2024-03-05,70394.71875,73700.0,74800.0,73700.0,74600.0,19505125
2024-03-06,69630.59375,72900.0,73500.0,72700.0,73200.0,21547905
2024-03-07,68961.984375,72200.0,73300.0,72200.0,73100.0,14516963
2024-03-08,70012.65625,73300.0,73400.0,72600.0,72800.0,19271349
2024-03-11,69153.015625,72400.0,73100.0,72300.0,72900.0,9740504
2024-03-12,70012.65625,73300.0,73500.0,72100.0,72600.0,13011654
2024-03-13,70776.78125,74100.0,74100.0,73500.0,73700.0,15243134
2024-03-14,70967.8125,74300.0,74500.0,73600.0,74400.0,22545539
2024-03-15,69057.5,72300.0,73700.0,72300.0,73400.0,22580555
2024-03-18,69535.078125,72800.0,73000.0,72500.0,72600.0,11520348
2024-03-19,69535.078125,72800.0,73000.0,71700.0,72300.0,15376066
2024-03-20,73451.1875,76900.0,77200.0,73400.0,73700.0,50106297
2024-03-21,75743.5703125,79300.0,79300.0,77700.0,79200.0,44569799
2024-03-22,75361.5078125,78900.0,79900.0,77800.0,79600.0,26724761
2024-03-25,74692.8984375,78200.0,79800.0,77800.0,79600.0,18703996
2024-03-26,76316.65625,79900.0,80100.0,79200.0,79700.0,30551494
2024-03-27,76221.140625,79800.0,80000.0,79200.0,79200.0,17424595
2024-03-28,77527.0,80800.0,81000.0,79200.0,79400.0,25084812
2024-03-29,79062.1875,82400.0,82500.0,80900.0,81200.0,27126366
2024-04-01,78678.3984375,82000.0,83300.0,82000.0,83200.0,20116513
2024-04-02,81556.890625,85000.0,85000.0,82900.0,82900.0,37077944
2024-04-03,80693.3359375,84100.0,85000.0,83500.0,84300.0,30493347
2024-04-04,81844.7265625,85300.0,85500.0,84300.0,85200.0,25248934
2024-04-05,81077.1328125,84500.0,85000.0,83800.0,84500.0,18883752
2024-04-08,81077.1328125,84500.0,86000.0,84500.0,85200.0,18953232
2024-04-09,80213.6015625,83600.0,84900.0,83100.0,84500.0,23725956
2024-04-11,80693.3359375,84100.0,84700.0,82500.0,83200.0,25538009
2024-04-12,80309.5390625,83700.0,84900.0,83200.0,84700.0,17061770
2024-04-15,78870.3125,82200.0,83200.0,81200.0,82900.0,26663772
2024-04-16,76759.4140625,80000.0,81300.0,79400.0,81200.0,31949845
2024-04-17,75703.984375,78900.0,80800.0,78900.0,80700.0,22611631
2024-04-18,76375.6171875,79600.0,80100.0,78300.0,78800.0,21370190
2024-04-19,74456.640625,77600.0,78700.0,76300.0,78300.0,31317563
2024-04-22,73017.3984375,76100.0,77500.0,75100.0,77400.0,30469477
2024-04-23,72441.703125,75500.0,76800.0,75500.0,76400.0,18717699
2024-04-24,75416.1328125,78600.0,78800.0,77200.0,77500.0,22166150
2024-04-25,73209.3046875,76300.0,77500.0,76300.0,77300.0,15549134
2024-04-26,73593.09375,76700.0,77900.0,76500.0,77800.0,12755629
2024-04-29,73593.09375,76700.0,77600.0,76200.0,77400.0,14664474
2024-04-30,74360.6953125,77500.0,78500.0,76600.0,77000.0,19007007
2024-05-02,74840.4296875,78000.0,78600.0,77300.0,77600.0,18900640
2024-05-03,74456.640625,77600.0,79000.0,77500.0,79000.0,13151889
2024-05-07,78006.75,81300.0,81300.0,79400.0,79600.0,26238868
2024-05-08,78006.75,81300.0,81400.0,80500.0,80800.0,13089576
2024-05-09,76471.5703125,79700.0,81500.0,79700.0,81100.0,18759935
2024-05-10,75991.8359375,79200.0,81100.0,78900.0,80400.0,16976124
2024-05-13,75224.2265625,78400.0,79900.0,77600.0,79400.0,18652344
2024-05-14,75128.28125,78300.0,78800.0,77900.0,78600.0,11763992
2024-05-16,75032.328125,78200.0,80300.0,78100.0,80200.0,20989778
2024-05-17,74264.734375,77400.0,78800.0,77200.0,78600.0,15918201
2024-05-20,75703.984375,78900.0,79100.0,77900.0,78100.0,19456783
2024-05-21,75224.2265625,78400.0,79000.0,78200.0,78500.0,13690583
2024-05-22,74552.578125,77700.0,78700.0,77300.0,78100.0,19521506
2024-05-23,75128.28125,78300.0,79100.0,77100.0,77700.0,18728087
2024-05-24,72825.5078125,75900.0,77000.0,75700.0,76800.0,27891278
2024-05-27,74072.84375,77200.0,78200.0,74000.0,75300.0,43825202
2024-05-28,74456.640625,77600.0,78000.0,76200.0,76500.0,18539072
2024-05-29,72153.8515625,75200.0,78200.0,75200.0,77700.0,30244875
2024-05-30,70522.7109375,73500.0,75200.0,73500.0,74800.0,28551273
2024-05-31,70522.7109375,73500.0,74700.0,73500.0,74500.0,26198776
2024-06-03,72633.609375,75700.0,76400.0,74200.0,74400.0,15706268
2024-06-04,72249.8046875,75300.0,76100.0,74900.0,74900.0,14098053
2024-06-05,74264.734375,77400.0,78000.0,76800.0,78000.0,23177968
2024-06-07,74168.78125,77300.0,78600.0,77100.0,78400.0,21189349
2024-06-10,72633.609375,75700.0,76600.0,75600.0,76100.0,14598755
2024-06-11,72153.8515625,75200.0,76000.0,75100.0,75900.0,16971175
2024-06-12,73401.1875,76500.0,77100.0,75200.0,75300.0,19246725
2024-06-13,75416.1328125,78600.0,79000.0,77800.0,78400.0,33763804
2024-06-14,76375.6171875,79600.0,80500.0,79000.0,79700.0,22926612
2024-06-17,74936.375,78100.0,79500.0,78000.0,79200.0,16123051
2024-06-18,76567.5078125,79800.0,80200.0,78600.0,78700.0,18207598
2024-06-19,77910.8046875,81200.0,82500.0,80500.0,81100.0,24168863
2024-06-20,78294.6015625,81600.0,82200.0,81200.0,81500.0,20288913
2024-06-21,76759.4140625,80000.0,80800.0,80000.0,80700.0,17907523
2024-06-24,77335.1171875,80600.0,80900.0,79500.0,79700.0,15454227
2024-06-25,77527.0,80800.0,81800.0,80100.0,80600.0,19088458
2024-06-26,78006.75,81300.0,81400.0,79900.0,80100.0,17783242
2024-06-27,78643.8125,81600.0,81600.0,80500.0,81300.0,11739720
2024-06-28,78547.4453125,81500.0,81900.0,80800.0,81900.0,9455929
2024-07-01,78836.5703125,81800.0,82100.0,81300.0,81500.0,11317202
2024-07-02,78836.5703125,81800.0,82600.0,81500.0,82500.0,14471904
2024-07-03,78836.5703125,81800.0,82300.0,81000.0,82300.0,11440328
2024-07-04,81535.1328125,84600.0,84700.0,82400.0,82900.0,43857229
2024-07-05,83944.5546875,87100.0,87100.0,85200.0,85600.0,45791193
2024-07-08,84233.6953125,87400.0,88600.0,86900.0,87900.0,24035809
