Date,Adj Close,Close,High,Low,Open,Volume,MA20,MA60,Daily_Return
2023-10-20,65404.7734375,68800.0,69200.0,68100.0,68900.0,15204495,68545.0,68868.33333333333,-1.0071942446043147
2023-10-23,65024.515625,68400.0,69100.0,68200.0,68700.0,11625959,68455.0,68836.66666666667,-0.5813953488372103
2023-10-24,65119.5703125,68500.0,68800.0,67700.0,68700.0,12791710,68390.0,68805.0,0.14619883040936088
2023-10-25,64644.24609375,68000.0,68800.0,67900.0,68800.0,10610703,68310.0,68771.66666666667,-0.7299270072992692
2023-10-26,63408.40234375,66700.0,67900.0,66700.0,67000.0,15517624,68200.0,68720.0,-1.9117647058823573
2023-10-27,63978.78515625,67300.0,67300.0,66700.0,67100.0,11334726,68125.0,68646.66666666667,0.8995502248875464
2023-10-30,63978.78515625,67300.0,67800.0,66700.0,66800.0,10139270,68020.0,68591.66666666667,0.0
2023-10-31,63598.5390625,66900.0,68300.0,66900.0,67600.0,14488892,67935.0,68543.33333333333,-0.5943536404160454
2023-11-01,65214.640625,68600.0,68900.0,67300.0,67500.0,13775256,67945.0,68501.66666666667,2.5411061285500747
2023-11-02,66260.3515625,69700.0,70000.0,69400.0,70000.0,16350031,68055.0,68498.33333333333,1.6034985422740622
2023-11-03,66165.28125,69600.0,70200.0,69500.0,69700.0,10322234,68200.0,68511.66666666667,-0.1434720229555264
2023-11-06,67401.1328125,70900.0,70900.0,69300.0,69800.0,22228489,68445.0,68555.0,1.8678160919540332
2023-11-07,67401.1328125,70900.0,70900.0,70000.0,70600.0,17228731,68670.0,68595.0,0.0
2023-11-08,66450.4921875,69900.0,71400.0,69700.0,71300.0,12901310,68755.0,68633.33333333333,-1.4104372355430161
2023-11-09,66830.7265625,70300.0,70800.0,69600.0,69900.0,12301373,68825.0,68656.66666666667,0.5722460658083017
2023-11-10,67020.8671875,70500.0,70500.0,69500.0,70000.0,9684347,68950.0,68698.33333333333,0.2844950213371167
2023-11-13,66925.8046875,70400.0,71300.0,70300.0,71300.0,9246919,69105.0,68746.66666666667,-0.14184397163120588
2023-11-14,67306.0703125,70800.0,71100.0,70600.0,71000.0,9567984,69175.0,68805.0,0.5681818181818121
2023-11-15,68636.9765625,72200.0,72200.0,71500.0,71600.0,20148677,69260.0,68891.66666666667,1.9774011299435124
2023-11-16,69207.3671875,72800.0,73000.0,72300.0,72500.0,15860451,69425.0,68993.33333333333,0.8310249307479145
2023-11-17,68922.171875,72500.0,73000.0,72300.0,72300.0,11494644,69610.0,69096.66666666667,-0.4120879120879106
2023-11-20,69112.296875,72700.0,73000.0,72100.0,72100.0,10610157,69825.0,69198.33333333333,0.2758620689655267
2023-11-21,69207.3671875,72800.0,73400.0,72700.0,73100.0,9712881,70040.0,69301.66666666667,0.13755158184318717
2023-11-22,69207.3671875,72800.0,73000.0,71900.0,72200.0,11105143,70280.0,69396.66666666667,0.0
2023-11-23,68827.109375,72400.0,73200.0,72200.0,73000.0,6775614,70565.0,69466.66666666667,-0.5494505494505475
2023-11-24,68161.65625,71700.0,72600.0,71700.0,72400.0,6676685,70785.0,69543.33333333333,-0.9668508287292821
2023-11-27,67781.3984375,71300.0,72100.0,71100.0,71500.0,9113857,70985.0,69618.33333333333,-0.557880055788007
2023-11-28,69112.296875,72700.0,72700.0,71300.0,71400.0,13283081,71275.0,69716.66666666667,1.9635343618513268
2023-11-29,69112.296875,72700.0,72800.0,72200.0,72400.0,9283933,71480.0,69810.0,0.0
2023-11-30,69207.3671875,72800.0,72800.0,72200.0,72700.0,15783714,71635.0,69908.33333333333,0.13755158184318717
2023-12-01,68446.84375,72000.0,72500.0,71700.0,72400.0,9871284,71755.0,69925.0,-1.098901098901095
2023-12-04,69017.234375,72600.0,72900.0,72400.0,72800.0,10229267,71840.0,69948.33333333333,0.8333333333333304
2023-12-05,67686.328125,71200.0,72400.0,71200.0,72300.0,12129682,71855.0,69956.66666666667,-1.9283746556473802
2023-12-06,68161.65625,71700.0,72100.0,71600.0,71800.0,8123087,71945.0,69985.0,0.7022471910112404
2023-12-07,67971.53125,71500.0,71900.0,71100.0,71800.0,8862017,72005.0,70003.33333333333,-0.2789400278940035
2023-12-08,69017.234375,72600.0,72800.0,71900.0,72100.0,10859463,72110.0,70041.66666666667,1.538461538461533
2023-12-11,69397.5078125,73000.0,73000.0,72200.0,72800.0,9861960,72240.0,70078.33333333333,0.5509641873278293
2023-12-12,69872.8203125,73500.0,73500.0,73100.0,73300.0,13758646,72375.0,70128.33333333333,0.6849315068493178
2023-12-13,69207.3671875,72800.0,73500.0,72800.0,73300.0,13116766,72405.0,70160.0,-0.952380952380949
2023-12-14,69492.5625,73100.0,74300.0,72500.0,74100.0,27567593,72420.0,70183.33333333333,0.4120879120879106
2023-12-15,69682.6953125,73300.0,74000.0,73200.0,73800.0,15419815,72460.0,70205.0,0.2735978112175186
2023-12-18,69302.4296875,72900.0,73400.0,72800.0,73300.0,9690551,72470.0,70250.0,-0.545702592087316
2023-12-19,69777.7421875,73400.0,73400.0,72800.0,73000.0,8907632,72500.0,70310.0,0.6858710562414272
2023-12-20,71108.671875,74800.0,74900.0,73800.0,74200.0,16870156,72600.0,70396.66666666667,1.9073569482288777
2023-12-21,71298.796875,75000.0,75000.0,74300.0,74600.0,13478766,72730.0,70498.33333333333,0.2673796791443861
2023-12-22,72154.3828125,75900.0,76300.0,75400.0,75800.0,14515608,72940.0,70616.66666666667,1.200000000000001
2023-12-26,72819.828125,76600.0,76700.0,75700.0,76100.0,13164909,73205.0,70736.66666666667,0.9222661396574461
2023-12-27,74501.8515625,78000.0,78000.0,76500.0,76700.0,20651042,73470.0,70893.33333333333,1.8276762402088753
2023-12-28,74979.453125,78500.0,78500.0,77500.0,77700.0,17797536,73760.0,71061.66666666667,0.6410256410256387
2024-01-02,76030.125,79600.0,79800.0,78200.0,78200.0,17142847,74100.0,71263.33333333333,1.4012738853503182
2024-01-03,73546.7109375,77000.0,78800.0,77000.0,78500.0,21753644,74350.0,71435.0,-3.2663316582914548
2024-01-04,73164.6484375,76600.0,77300.0,76100.0,76100.0,15324439,74550.0,71611.66666666667,-0.5194805194805197
2024-01-05,73164.6484375,76600.0,77100.0,76400.0,76700.0,11304316,74820.0,71781.66666666667,0.0
2024-01-08,73069.140625,76500.0,77500.0,76400.0,77000.0,11088724,75060.0,71920.0,-0.13054830287205776
2024-01-09,71349.859375,74700.0,77700.0,74300.0,77400.0,26019249,75220.0,72016.66666666667,-2.352941176470591
